warehouse_order_line_ID,warehouse_order_date,purchase_order_date,purchase_order_no,vendor,is_hazmat,selling_marketplace,selling_marketplace_client_SKU,selling_marketplace_product_title,selling_marketplace_ASIN,selling_marketplace_photo_link,selling_marketplace_bundle_count,purchase_bundle_count,purchase_order_quantity,purchase_order_quantity_single_units,total_sellable_units,total_warehouse_order_cost,sellable_unit_cost,notes_to_warehouse,,warehouse_order_receiving_status,received_single_units_quantity,received_single_units_damaged_quantity,awaiting_single_units,received_sellable_units_quantity,first_received_date,last_received_date,warehouse_notes,FORMULA_HELPER
258_0002776,,6/24/2025,111-9686965-7367432,(amazon) Amazon,,CA,B00622IDHC,"Old English 0-62338-07325-5 Lemon Oil Furniture Polish, 96 fl oz. (Pack of 6) (Packaging Label May Vary)",B00622IDHC,https://amazon.ca/dp/B00622IDHC,1,6,7,42,42,$171.36,$4.08,refunded,,awaiting,0,0,42,0,,,,
258_0002777,,6/24/2025,114-7557397-1740264,(amazon) Amazon,,CA,B08W5DQXW9,"Gold Bond Medicated Talc-Free Foot Powder 10 oz., Maximum Strength Odor Control & Itch Relief",B08W5DQXW9,https://amazon.ca/dp/B08W5DQXW9,1,1,25,25,25,$169.36,$6.77,,,complete,25,0,0,25,,7/9/2025,,
258_0002778,,6/24/2025,111-6632322-9297838,(amazon) Uletic,,CA,B079MLZN9V,"GUM Proxabrush Go-Betweens - Ultra Tight - Interdental Brushes - Soft Bristled Dental Picks for Plaque Removal Health - Safe for Braces & Dental Devices, 10ct (Pack of 6)",B079MLZN9V,https://amazon.ca/dp/B079MLZN9V,1,6,3,18,18,$59.90,$3.33,duplicate-canceled,,awaiting,0,0,18,0,,,,
258_0002779,,6/24/2025,114-5604693-9584234,(amazon) Amazon.com,,CA,B0D37ZNVPS,"Diaper Dekor Plus Diaper Pail Refills | 4 Count Unscented | Exclusive End-of-Liner Marking | Thick, Quick & Easy to Replace | Most Economical Refill System | for Original and Eko Style Pails",B0D37ZNVPS,https://amazon.ca/dp/B0D37ZNVPS,1,1,10,10,10,$246.41,$24.64,,,complete,10,0,0,10,,7/9/2025,,
258_0002780,,6/24/2025,114-2864890-5989848,(amazon) Amazon.com,,CA,B007TWNKHW,"HERSHEY'S Zero Sugar Chocolate Syrup Bottle, 17.5 oz",B007TWNKHW,https://amazon.ca/dp/B007TWNKHW,3,1,45,45,15,$229.12,$15.27,,,complete,45,0,0,15,,7/9/2025,,
258_0002781,,6/24/2025,114-4869158-2904240,(amazon) Amazon.com,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,8,80,80,$620.08,$7.75,,,complete,80,0,0,80,,7/9/2025,,
258_0002782,,6/24/2025,114-7129361-5683428,(amazon) Amazon,,CA,B0761WRR9X,"McCormick Perfect Pinch Salad Supreme Seasoning, 8.25 oz",B0761WRR9X,https://amazon.ca/dp/B0761WRR9X,1,1,10,10,10,$57.63,$5.76,,,complete,10,0,0,10,,7/9/2025,,
258_0002783,,6/24/2025,113-6894953-8504239,(amazon) Amazon,,CA,B0761WRR9X,"McCormick Perfect Pinch Salad Supreme Seasoning, 8.25 oz",B0761WRR9X,https://amazon.ca/dp/B0761WRR9X,1,1,10,10,10,$57.63,$5.76,,,complete,10,0,0,10,,7/9/2025,,
258_0002784,,6/24/2025,114-1873492-7349826,(amazon) Quick Shippers,,CA,B01DFA1UZA,"Pedialyte Electrolyte Powder Packets, Grape, Hydration Drink, 6 Single-Serving Powder Packets",B01DFA1UZA,https://amazon.ca/dp/B01DFA1UZA,1,1,6,6,6,$79.44,$13.24,,,complete,0,6,0,0,,7/2/2025,,
258_0002785,,6/24/2025,113-3747667-0412259,(amazon) Amazon.com,,CA,B01DFA1UZA,"Pedialyte Electrolyte Powder Packets, Grape, Hydration Drink, 6 Single-Serving Powder Packets",B01DFA1UZA,https://amazon.ca/dp/B01DFA1UZA,1,1,4,4,4,$48.28,$12.07,,,complete,4,0,0,4,,7/8/2025,,
258_0002786,,6/24/2025,111-8190952-8614666,(amazon) The Hate Stains Co.,,CA,B0BLJ21BTZ,"Miss Mouth's Messy Eater Stain Treater Wipes - 5 Pack Stain Remover - Newborn & Baby Essentials - No Dry Cleaning Food, Grease, Coffee Off Laundry, Underwear, Fabric",B0BLJ21BTZ,https://amazon.ca/dp/B0BLJ21BTZ,1,1,30,30,30,$165.49,$5.52,,,partial,20,0,10,20,,7/7/2025,,
258_0002787,,6/24/2025,114-0491542-2231435,(amazon) Royal Meds,,CA,B00E4MSWC8,"St. Joseph St. Joseph Aspirin Chewable Orange, Orange 36 tabs 81 mg(Pack of 3)",B00E4MSWC8,https://amazon.ca/dp/B00E4MSWC8,3,3,20,60,20,$130.00,$6.50,,,complete,60,0,0,20,,6/27/2025,,
258_0002788,,6/24/2025,113-8172269-2662611,(amazon) Uletic,,CA,B079M9TBW7,"GUM Proxabrush Go-Betweens - Wide - Interdental Brushes - Soft Bristled Dental Picks for Plaque Removal Health - Safe for Braces & Dental Devices, 10ct (Pack of 6)",B079M9TBW7,https://amazon.ca/dp/B079M9TBW7,1,6,10,60,60,$195.41,$3.26,,,complete,59,1,0,59,,7/4/2025,,
258_0002789,,6/24/2025,114-6033070-9096218,(amazon) Grinds Coffee Pouches,,CA,B0125GGT8S,"Grinds Coffee Pouches | 3 Can Sampler | Wintergreen, Spearmint, Vanilla | 1 Pouch eq. 1/4 Cup of Coffee (3 Can Sampler Pack)",B0125GGT8S,https://amazon.ca/dp/B0125GGT8S,3,3,15,45,15,$200.81,$13.39,,,partial,15,0,30,5,,7/8/2025,,
258_0002790,,6/24/2025,114-9653163-2140266,(amazon) AX Beauty Brands,,CA,B00TAM6FNU,"NATURE WELL Extra Virgin Coconut Oil Moisturizing Cream for Face, Body, & Hands, Anti Aging, Firming, Restores Skin's Moisture Barrier, Provides Intense Hydration For Dry & Dull Skin, 16 Oz",B00TAM6FNU,https://amazon.ca/dp/B00TAM6FNU,1,1,20,20,20,$221.58,$11.08,canceled,,awaiting,0,0,20,0,,,,
258_0002791,,6/24/2025,114-8411340-8266613,(amazon) Amazon.com,,CA,B09ZRN1N3Z,"KODAK PIXPRO FZ55-BK 16MP CMOS Sensor Digital Camera 5X Optical Zoom 28mm Wide Angle 1080P Full HD Video 2.7"" LCD Vlogging Camera (Black)",B09ZRN1N3Z,https://amazon.ca/dp/B09ZRN1N3Z,1,1,10,10,10,"$1,299.90",$129.99,,,complete,10,0,0,10,,7/16/2025,,
258_0002792,,6/23/2025,111-1827197-3340235,(amazon) Amazon,,CA,B005HNZ5SW,"uniball 207 Signo Gel Ultra Micro Gel Pen, Retractable, Extra-Fine 0.38 Mm, Black Ink, Smoke Barrel",B005HNZ5SW,https://amazon.ca/dp/B005HNZ5SW,1,1,20,20,20,$280.26,$14.01,"check please, 12 count",,complete,20,0,0,20,,7/4/2025,,
258_0002793,,6/23/2025,114-6674553-2193038,(amazon) Amazon,,CA,B004GHZYNG,"Neutrogena Neutrogena Clear Pore Cleanser Mask, 4.2 oz",B004GHZYNG,https://amazon.ca/dp/B004GHZYNG,1,1,25,25,25,$171.25,$6.85,,,complete,25,0,0,25,,6/26/2025,,
258_0002794,,6/23/2025,114-9742159-4033869,(amazon) Thomas Scientific,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,7,70,70,$487.27,$6.96,,,complete,70,0,0,70,,7/8/2025,,
258_0002795,,6/17/2025,45825,neilmed,,CA,B004H1RA6U,Sinus Rinse Adult Bottle Kit 8 Oz,B004H1RA6U,https://www.amazon.ca/dp/B004H1RA6U?th=1,1,1,48,48,48,$288.00,$6.00,,,complete,48,0,0,48,,7/10/2025,,
258_0002796,,6/27/2025,114-3875525-5763421,(amazon) Thomas Scientific,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,7,70,70,$487.27,$6.96,,,complete,70,0,0,70,,7/1/2025,,
258_0002797,,6/30/2025,112-5357600-6631432,(amazon) Amazon.com,,CA,B00IRJ1DQ6,"BISSELL EUCALYPTUS MINT DEMINERALIZED STEAM MOP WATER, 32 ounces, 1392, WHITE",B00IRJ1DQ6,https://amazon.ca/dp/B00IRJ1DQ6,1,1,2,2,2,$13.58,$6.79,,,complete,2,0,0,2,,7/17/2025,,
258_0002798,,6/30/2025,111-7811591-9069026,(amazon) Easy@Home,,CA,B07P7LSW57,"Premom Quantitative Ovulation Test Strips, Ovulation Predictor Kit with Smart Digital Ovulation Reader APP, Numerical Ovulation Tests, 20 LH Test",B07P7LSW57,https://amazon.ca/dp/B07P7LSW57,1,1,5,5,5,$67.45,$13.49,,,complete,5,0,0,5,,7/30/2025,,
258_0002799,,6/30/2025,111-2748566-3134614,(amazon) Eye Eco,,CA,B01I064M22,"EYEECO Gentle Tea Tree Oil Foaming Facial Cleanser - 1.6oz - Non-Irritating Eyelid Cleanser & Face Wash with Tea Tree, Chamomile & Shea Butter",B01I064M22,https://amazon.ca/dp/B01I064M22,1,1,15,15,15,$264.56,$17.64,,,complete,15,0,0,15,,7/17/2025,,
258_0002800,,6/30/2025,112-7440976-7732255,(amazon) The Hate Stains Co.,,CA,B0BLJ21BTZ,"Miss Mouth's Messy Eater Stain Treater Wipes - 5 Pack Stain Remover - Newborn & Baby Essentials - No Dry Cleaning Food, Grease, Coffee Off Laundry, Underwear, Fabric",B0BLJ21BTZ,https://amazon.ca/dp/B0BLJ21BTZ,1,1,30,30,30,$165.49,$5.52,,,complete,30,0,0,30,,7/30/2025,,
258_0002801,,6/27/2025,114-3875525-5763421,(amazon) Thomas Scientific,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,7,70,70,$487.27,$6.96,delivered june 30,,awaiting,0,0,70,0,,,,
258_0002802,,7/1/2025,200013278411592,walmart,,CA,B07564FPHL,Unique RV Digest-It Black Holding Tank Treatment,B07564FPHL,https://www.amazon.ca/dp/B07564FPHL?th=1,1,1,50,50,50,$598.50,$11.97,,,complete,50,0,0,50,,7/8/2025,,
258_0002803,,7/1/2025,200013408924532,wallmart,,CA,B07BRJ9YFF,Unique RV Digest-It Black Water Tank Treatment (20 Drop-in Pods),B07BRJ9YFF,https://www.amazon.ca/dp/B07BRJ9YFF?th=1,1,1,47,47,47,$703.59,$14.97,,,complete,47,0,0,47,,7/14/2025,,
258_0002804,,7/1/2025,3930272063,tapessupply,,CA,B01D22Z18S,T.R.U. UPVC-24BS Red Poly Bag Sealing Tape: 3/8 in. x 180 yds. (Pack of 1),B01D22Z18S,https://tapessupply.com/products/bag-sealing-tape,1,1,92,92,92,$349.99,$3.80,,,complete,92,0,0,92,,7/14/2025,,
258_0002805,,7/1/2025,3930272063,tapessupply,,CA,B01D22Z3JA,T.R.U. UPVC-24BS Red Poly Bag Sealing Tape: 3/8 in. x 180 yds. (Pack of 10),B01D22Z3JA,https://tapessupply.com/products/bag-sealing-tape,10,1,100,100,10,$349.99,$35.00,,,complete,100,0,0,10,,7/14/2025,,
258_0002806,,7/1/2025,111-6444927-8481843,(amazon) What's My Baby LTD,,CA,B0C3YX684K,Whats My Baby® Gender Prediction Test - Reveal if Your Baby is a Girl or Boy from 5 Weeks - Instant Results - Early Pregnancy Test Kit,B0C3YX684K,https://amazon.ca/dp/B0C3YX684K,1,1,5,5,5,$47.45,$9.49,delivered july 14,,awaiting,0,0,5,0,,,,
258_0002807,,7/1/2025,111-6632322-9297838,(amazon) Uletic,,CA,B079MLZN9V,"GUM Proxabrush Go-Betweens - Ultra Tight - Interdental Brushes - Soft Bristled Dental Picks for Plaque Removal Health - Safe for Braces & Dental Devices, 10ct (Pack of 6)",B079MLZN9V,https://amazon.ca/dp/B079MLZN9V,1,6,7,42,42,$136.79,$3.26,,,complete,42,0,0,42,,7/9/2025,,
258_0002808,,7/1/2025,114-7007243-9193829,(amazon) Amazon,,CA,B01BL41480,"3MTM CavilonTM Durable Barrier Cream, 3355, 92 gr Tube, 12 Tubes/Case",B01BL41480,https://amazon.ca/dp/B01BL41480,1,12,5,60,60,$307.05,$5.12,,,complete,60,0,0,60,,7/8/2025,,
258_0002809,,7/1/2025,114-7540327-3533830,(amazon) Homeandstyleny,,CA,B01H7K84JY,"4 Pack Deluxe Zippered Vinyl Pillow Covers - Waterproof Protectors for Longer Lasting Pillows. Standard Size 20""x29"". Ideal for Home, Hotel and Hospital use.",B01H7K84JY,https://amazon.ca/dp/B01H7K84JY,1,1,24,24,24,$282.48,$11.77,4 pack,,complete,24,0,0,24,,7/7/2025,,
258_0002810,,7/1/2025,114-2938250-7358662,(amazon) The Hate Stains Co.,,CA,B0BLJ21BTZ,"Miss Mouth's Messy Eater Stain Treater Wipes - 5 Pack Stain Remover - Newborn & Baby Essentials - No Dry Cleaning Food, Grease, Coffee Off Laundry, Underwear, Fabric",B0BLJ21BTZ,https://amazon.ca/dp/B0BLJ21BTZ,1,1,30,30,30,$165.49,$5.52,canceled,,awaiting,0,0,30,0,,,,
258_0002811,,7/1/2025,112-7788056-5651469,(amazon) Amazon,,CA,B010NE2XPC,"DUDE Wipes - Flushable Wipes - 6 Pack, 288 Wipes - Unscented Extra-Large Adult Wet Wipes - Vitamin-E & Aloe - Septic and Sewer Safe",B010NE2XPC,https://amazon.ca/dp/B010NE2XPC,6,6,50,300,50,$763.30,$15.27,fragrance free,,complete,300,0,0,50,,7/18/2025,,
258_0002812,,7/1/2025,111-0451263-4779422,(amazon) Amazon.com,,CA,B00HYJR9YK,"99% Pure Organic Turmeric Juice by The Ginger People - Digestive Health, Premium Quality, 32 Fl oz Bottle (Pack of 12)",B00HYJR9YK,https://amazon.ca/dp/B00HYJR9YK,1,12,1,12,12,$154.92,$12.91,expire date control,,complete,12,0,0,12,,7/17/2025,,
258_0002813,,7/1/2025,111-7151814-5867419,(amazon) Laura Geller New York,,CA,B0BBH8FRYL,"LAURA GELLER NEW YORK The Best of the Best Baked Palette - Full Size - Includes Bronzer, Blush, 2 Highlighters and 3 Eyeshadows - Travel-Friendly",B0BBH8FRYL,https://amazon.ca/dp/B0BBH8FRYL,1,1,30,30,30,"$1,319.62",$43.99,will return,,complete,30,0,0,30,,7/4/2025,,
258_0002814,,7/1/2025,114-2342339-1408224,(amazon) Amazon,,CA,B007ZZSOH4,"Cafe La Llave Dark Roast Ground Espresso Coffee, 10 oz Brick - Rich and Bold Cuban-Style Blend for Moka Pot, Espresso Machine, or Drip Coffee Maker - Strong, Aromatic Flavor",B007ZZSOH4,https://amazon.ca/dp/B007ZZSOH4,1,1,30,30,30,$114.49,$3.82,,,complete,29,1,0,29,,7/17/2025,,
258_0002815,,7/1/2025,114-6012740-2497805,(amazon) Amazon,,CA,B000I1CL8A,"Prime-Line E 2014 Stainless Steel Mortise Lock for Patio Sliding Doors Constructed of Wood, Aluminum, and Vinyl, 3-11/16 Inch, 45 Degree Keyway, Silver, Set of 1",B000I1CL8A,https://amazon.ca/dp/B000I1CL8A,1,1,40,40,40,$196.00,$4.90,,,complete,40,0,0,40,,7/4/2025,,
258_0002816,,7/1/2025,114-4852583-5342654,(amazon) Amazon,,CA,B004T6G9VA,"Cafe La Llave Dark Roast Ground Espresso Coffee, 16 oz Brick - Rich and Bold Cuban-Style Blend for Moka Pot, Espresso Machine, or Drip Coffee Maker - Strong, Aromatic Flavor",B004T6G9VA,https://amazon.ca/dp/B004T6G9VA,1,1,10,10,10,$61.03,$6.10,canceled,,awaiting,0,0,10,0,,,,
258_0002817,,7/1/2025,113-0526303-1826639,(amazon) Amazon,,CA,B07DQX9B7G,"Curel Hydra Therapy, Itch Defense Moisturizer, Wet Skin Lotion, with Advanced Ceramide Complex, Vitamin E, & Oatmeal Extract, Helps to Repair Moisture Barrier, 12 Oz",B07DQX9B7G,https://amazon.ca/dp/B07DQX9B7G,1,1,12,12,12,$140.15,$11.68,canceled,,awaiting,0,0,12,0,,,,
258_0002818,,7/1/2025,114-8841189-6025014,(amazon) Amazon,,CA,B005HNZ5SW,"uniball 207 Signo Gel Ultra Micro Gel Pen, Retractable, Extra-Fine 0.38 Mm, Black Ink, Smoke Barrel",B005HNZ5SW,https://amazon.ca/dp/B005HNZ5SW,1,1,30,30,30,$420.39,$14.01,"check please, 12 count",,complete,30,0,0,30,,7/17/2025,,
258_0002819,,7/1/2025,113-4138832-7221850,(amazon) RCMA Makeup,,CA,B01ETVTASI,"RCMA Makeup Translucent Loose Powder - Lightweight Setting Powder for Flawless Finish, Shine Control, Natural Matte Look, No Flashback, Oil Control, No Caking or Creasing, Vegan and Cruelty-Free, 3oz",B01ETVTASI,https://amazon.ca/dp/B01ETVTASI,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,7/17/2025,,
258_0002820,,7/1/2025,114-9140033-3237840,(amazon) What's My Baby LTD,,CA,B0C3YX684K,Whats My Baby® Gender Prediction Test - Reveal if Your Baby is a Girl or Boy from 5 Weeks - Instant Results - Early Pregnancy Test Kit,B0C3YX684K,https://amazon.ca/dp/B0C3YX684K,1,1,2,2,2,$16.98,$8.49,,,complete,2,0,0,2,,7/30/2025,,
258_0002821,,7/1/2025,114-5310446-1419405,(amazon) Oui Lab,,CA,B0BZX9QQJ6,VWELL Boric Acid Vaginal Suppositories 30 Counts Blister Pack - Maintains and Balances Healthy Vaginal pH & Microbiome to Manage Odor Itch Burning Irritation Intimacy - Doctors Recommended for Women,B0BZX9QQJ6,https://amazon.ca/dp/B0BZX9QQJ6,1,1,1,1,1,$12.95,$12.95,!!! PHOTO PLEASE !!!,,complete,1,0,0,1,,7/4/2025,,
258_0002822,,7/1/2025,111-6083531-0410658,(amazon) Amazon,,CA,B005HNZ5SW,"uniball 207 Signo Gel Ultra Micro Gel Pen, Retractable, Extra-Fine 0.38 Mm, Black Ink, Smoke Barrel",B005HNZ5SW,https://amazon.ca/dp/B005HNZ5SW,1,1,20,20,20,$280.26,$14.01,"check please, 12 count",,complete,20,0,0,20,,7/17/2025,,
258_0002823,,7/1/2025,114-9761846-6264256,(amazon) Amazon.com,,CA,B09ZRN1N3Z,"KODAK PIXPRO FZ55-BK 16MP CMOS Sensor Digital Camera 5X Optical Zoom 28mm Wide Angle 1080P Full HD Video 2.7"" LCD Vlogging Camera (Black)",B09ZRN1N3Z,https://amazon.ca/dp/B09ZRN1N3Z,1,1,10,10,10,"$1,299.90",$129.99,,,complete,10,0,0,10,,7/17/2025,,
258_0002824,,7/1/2025,112-8932602-5405805,(amazon) Amazon,,CA,B01LPRIKQM,"Mitchum Women's Antiperspirant Deodorant Gel Stick, Shower Fresh Scent, 48HR Sweat & Odor Protection, Triple Odor Defense, Alcohol-Free, 3.4 oz (Pack of 2)",B01LPRIKQM,https://amazon.ca/dp/B01LPRIKQM,1,2,15,30,30,$64.26,$2.14,,,complete,30,0,0,30,,7/17/2025,,
258_0002825,,7/3/2025,114-0059948-7899470,(amazon) CPAPXchange,,CA,B00D8BBFFW,Wisp Fabric Frame- no headgear- frame only by P.R.,B00D8BBFFW,https://amazon.ca/dp/B00D8BBFFW,1,1,15,15,15,$211.65,$14.11,,,complete,15,0,0,15,,7/8/2025,,
258_0002826,,7/3/2025,114-7530616-0661065,(amazon) SAAFI AH ORGANICS,,CA,B0BT8D5SVF,"Saafi Ah Organics Qasil Powder natural leaf powder, exfoliates, detoxifies, helps with clogged pores and blemishes. soap,used as a shampoo. (small 1.5 oz)",B0BT8D5SVF,https://amazon.ca/dp/B0BT8D5SVF,1,1,20,20,20,$184.80,$9.24,,,complete,20,0,0,20,,7/8/2025,,
258_0002827,,7/3/2025,114-7763190-2061829,(amazon) Bullfix Fixings,,CA,B092FSQWS7,"Bullfix Universal Drywall Anchors Repair Kit, Holds up to 255lbs, Hollow Wall Anchors, with Drill Bit and Screws Included, Stronger Than Toggle Bolts and Butterfly Screw - Patented Design - 24 Pack",B092FSQWS7,https://amazon.ca/dp/B092FSQWS7,1,1,12,12,12,$239.88,$19.99,,,complete,12,0,0,12,,7/8/2025,,
258_0002828,,7/3/2025,114-0815814-5933802,(amazon) Amazon,,CA,B07DRRH7YB,"Arm & Hammer Odor Busterz Balls for Long Lasting Freshness, 6 Pack - Deodorizer, Carpet Fresh, Odor Remover, Pet Fresh",B07DRRH7YB,https://amazon.ca/dp/B07DRRH7YB,6,6,20,120,20,$173.60,$8.68,,,partial,20,0,100,3,,7/8/2025,,
258_0002829,,7/3/2025,114-0804326-0206646,(amazon) Amazon,,CA,B098BKTLY4,"Air Wick Plug in Scented Oil Refill, 5ct, Bonfire and Crisp Fall Air, Essential Oils, Air Freshener Fall Scent, Fall décor",B098BKTLY4,https://amazon.ca/dp/B098BKTLY4,1,1,15,15,15,$170.70,$11.38,,,complete,15,0,0,15,,7/8/2025,,
258_0002830,,7/3/2025,114-7598566-4935422,(amazon) Amazon,,CA,B000ALJ4MY,Permatex 09103-6PK Windshield Repair Kit (Pack of 6),B000ALJ4MY,https://amazon.ca/dp/B000ALJ4MY,1,6,8,48,48,$326.56,$6.80,,,complete,48,0,0,48,,7/8/2025,,
258_0002831,,7/3/2025,114-3027910-6287443,(amazon) Pattern Products,,CA,B000Z98KF8,"Trace Minerals 40,000 Volts - Concentrate Supplement Drops for Electrolyte Support - Support Muscle Health & Vitality - Workout Drink to Aid Hydration - 8 fl oz (Pack of 3) (144 Servings)",B000Z98KF8,https://amazon.ca/dp/B000Z98KF8,1,3,10,30,30,$458.91,$15.30,,,partial,10,0,20,10,,7/9/2025,,
258_0002832,,7/3/2025,114-2990119-2101004,(amazon) Rugby Imports,,CA,B07QDNFZW5,Gilbert G-TR3000 Pink Camo Rugby Training Ball,B07QDNFZW5,https://amazon.ca/dp/B07QDNFZW5,1,1,15,15,15,$319.73,$21.32,,,complete,15,0,0,15,,7/9/2025,,
258_0002833,,7/3/2025,114-2973438-3835424,(amazon) Amazon,,CA,B08HDQW84P,L'Oreal Paris Elvive TR5 Power Restore Multi Use Treatment,B08HDQW84P,https://amazon.ca/dp/B08HDQW84P,1,1,20,20,20,$191.20,$9.56,,,complete,20,0,0,20,,7/8/2025,,
258_0002834,,7/3/2025,114-7892627-3669032,(amazon) Amazon,,CA,B00X5S5ZOA,Cricut Portable Trimmer Cutting and Scoring Blades,B00X5S5ZOA,https://amazon.ca/dp/B00X5S5ZOA,1,1,40,40,40,$122.00,$3.05,,,complete,40,0,0,40,,7/8/2025,,
258_0002835,,7/3/2025,114-1471752-3156204,(amazon) Amazon,,CA,B0B92VRHJ2,Philips LED 60W A19 4-Pack Ultra Definition Soft White (2200K) 800 Lumen (8W=60W) Dimmable Flicker Free Light Bulbs,B0B92VRHJ2,https://amazon.ca/dp/B0B92VRHJ2,1,1,20,20,20,$214.40,$10.72,4 pack,,complete,20,0,0,20,,7/8/2025,,
258_0002836,,7/3/2025,114-5203693-8033811,(amazon) Amazon,,CA,B07B9ZD8KZ,"Rawlings | GAME READY Glove Break-In Kit | Baseball/Softball | Includes Break-In Formula, Applicator Cloth, & Rubber Band",B07B9ZD8KZ,https://amazon.ca/dp/B07B9ZD8KZ,1,1,40,40,40,$230.00,$5.75,,,complete,40,0,0,40,,7/8/2025,,
258_0002837,,7/3/2025,114-6202031-3979453,(amazon) Amazon.com,,CA,B000052YFW,"Nicorette Nicotine Gum to Help Stop Smoking, 4 mg, Original Stop Smoking Aid - 110 Count",B000052YFW,https://amazon.ca/dp/B000052YFW,1,1,20,20,20,$644.71,$32.24,,,complete,20,0,0,20,,7/9/2025,,
258_0002838,,7/2/2025,114-6369380-6687403,(amazon) Infinite-Commerce,,CA,B09P8TLQQY,"Dew Well Refresh Deodorant Wipes - 50 Individually Wrapped Wet Wipes for Body, Face, and Armpits - Travel Size Toiletries for Men and Women - Aluminum, Paraben, and Sulfate Free (Cucumber Scent)",B09P8TLQQY,https://amazon.ca/dp/B09P8TLQQY,1,1,30,30,30,$374.52,$12.48,,,complete,30,0,0,30,,7/14/2025,,
258_0002839,,7/2/2025,114-6241405-3687460,(amazon) Amazon,,CA,B0087RCNW6,CLIF BLOKS - Mountain Berry Flavor - Energy Chews - Non-GMO - Plant Based - Fast Fuel for Cycling and Running - Quick Carbohydrates and Electrolytes - 2.12 oz. (18 Count),B0087RCNW6,https://amazon.ca/dp/B0087RCNW6,1,1,15,15,15,$419.22,$27.95,,,complete,15,0,0,15,,7/9/2025,,
258_0002840,,7/2/2025,114-8860981-1635431,(amazon) Amazon,,CA,B01CI3TADE,"Simple Mills Almond Flour Crackers, Fine Ground Sea Salt, 4.25 Oz",B01CI3TADE,https://amazon.ca/dp/B01CI3TADE,1,1,50,50,50,$200.50,$4.01,canceled,,awaiting,0,0,50,0,,,,
258_0002841,,7/1/2025,114-7229550-7941824,(amazon) Grinds Coffee Pouches,,CA,B08H8N4KCH,"Grinds Coffee Pouches | Tobacco Free, Nicotine Free Healthy Alternative | 10 Cans of Cinnamon Roll | 18 Pouches Per Can | 1 Pouch eq. 1/4 Cup of Coffee (Cinnamon Roll)",B08H8N4KCH,https://amazon.ca/dp/B08H8N4KCH,6,10,12,120,20,$485.88,$24.29,,,complete,120,0,0,20,,7/4/2025,,
258_0002842,,7/1/2025,114-8689995-3421043,(amazon) Amazon,,CA,B000QFQ90E,"Farnam Wonder Dust Wound Powder for Horses and Show Stock, 4 Ounces",B000QFQ90E,https://amazon.ca/dp/B000QFQ90E,1,1,20,20,20,$135.15,$6.76,,,complete,20,0,0,20,,7/18/2025,,
258_0002843,,7/1/2025,114-4230437-9214644,(amazon) The Hate Stains Co.,,CA,B0189O55A8,"Chateau Spill Red Wine Stain Remover - 4oz 3 Pack Spray Cleaners for Clothes, Tablecloth, Carpet, Upholstery and Laundry - from the makers of Miss Mouth's Messy Eater Stain Treater",B0189O55A8,https://amazon.ca/dp/B0189O55A8,3,3,10,30,10,$172.00,$17.20,,,complete,30,0,0,10,,7/4/2025,,
258_0002844,,7/1/2025,114-9068561-4286658,(amazon) SimplyMedical,evet,CA,B003JNK3LQ,3M Cavilon No Stng Barr Film Wipe Size: 25X1 Ml by 3M,B003JNK3LQ,https://amazon.ca/dp/B003JNK3LQ,1,1,15,15,15,$350.55,$23.37,,,complete,15,0,0,15,,7/7/2025,,
258_0002845,,7/1/2025,114-8721779-1351466,(amazon) Blackrock Leather N Rich,,CA,B008B70CRA,"Blackrock LEATHER N RICH - Quality leather cleaner and conditioner, Made in the USA since 1976 - Leather care for boots, saddles, car interiors, furniture, horse tack. Easy to use.",B008B70CRA,https://amazon.ca/dp/B008B70CRA,1,1,16,16,16,$186.40,$11.65,,,complete,16,0,0,16,,7/8/2025,,
258_0002846,,7/1/2025,114-0476461-5785814,(amazon) GOYEAHSHOPPING,,CA,B001BO40DC,"BAZIC Coin Wrappers Rolls - Penny, Made in USA, Durable Preformed Wrappers Roll Paper Coins Tubes (36/Pack), 4-Packs",B001BO40DC,https://amazon.ca/dp/B001BO40DC,1,4,4,16,16,$59.56,$3.72,,,complete,16,0,0,16,,7/8/2025,,
258_0002847,,7/1/2025,114-7402196-5548212,(amazon) Amazon,,CA,B086RQQSB9,"99% Pure Organic Turmeric Juice by The Ginger People - Digestive Health, Premium Quality, 32 Fl oz Bottle (Pack of 12)",B086RQQSB9,https://amazon.ca/dp/B086RQQSB9,1,12,2,24,24,$367.00,$15.29,skt check please,,complete,24,0,0,24,,7/24/2025,,
